"id";"extension";"name";"proto";"des";"return";"params"
"936";"Hyperwave API";"hw_api_attribute";"object attribute([string name[, string value]])";"Creates instance of class hw_api_attribute";"object";
"937";"Hyperwave API";"hw_api->checkin";"object checkin(array parameter)";"Checks in an object";"object";
"938";"Hyperwave API";"hw_api->checkout";"object checkout(array parameter)";"Checks out an object";"object";
"939";"Hyperwave API";"hw_api->children";"array children(array parameter)";"Returns children of an object";"array";
"940";"Hyperwave API";"hw_api_content->mimetype";"string mimetype()";"Returns mimetype";"string";
"941";"Hyperwave API";"hw_api_content->read";"string read(string buffer, integer len)";"Read content";"string";
"942";"Hyperwave API";"hw_api->content";"object content(array parameter)";"Returns content of an object";"object";
"943";"Hyperwave API";"hw_api->copy";"object copy(array parameter)";"Copies physically";"object";
"944";"Hyperwave API";"hw_api->dbstat";"object dbstat(array parameter)";"Returns statistics about database server";"object";
"945";"Hyperwave API";"hw_api->dcstat";"object dcstat(array parameter)";"Returns statistics about document cache server";"object";
"946";"Hyperwave API";"hw_api->dstanchors";"object dstanchors(array parameter)";"Returns a list of all destination anchors";"object";
"947";"Hyperwave API";"hw_api->dstofsrcanchors";"object dstofsrcanchors(array parameter)";"Returns destination of a source anchor";"object";
"948";"Hyperwave API";"hw_api_error->count";"int count()";"Returns number of reasons";"int";
"949";"Hyperwave API";"hw_api_error->reason";"object reason()";"Returns reason of error";"object";
"950";"Hyperwave API";"hw_api->find";"array find(array parameter)";"Search for objects";"array";
"951";"Hyperwave API";"hw_api->ftstat";"object ftstat(array parameter)";"Returns statistics about fulltext server";"object";
"952";"Hyperwave API";"hwapi_hgcsp";"object hwapi_hgcsp(string hostname[, int port])";"Returns object of class hw_api";"object";
"953";"Hyperwave API";"hw_api->hwstat";"object hwstat(array parameter)";"Returns statistics about Hyperwave server";"object";
"954";"Hyperwave API";"hw_api->identify";"object identify(array parameter)";"Log into Hyperwave Server";"object";
"955";"Hyperwave API";"hw_api->info";"object info(array parameter)";"Returns information about server configuration";"object";
"956";"Hyperwave API";"hw_api->insert";"object insert(array parameter)";"Inserts a new object";"object";
"957";"Hyperwave API";"hw_api->insertanchor";"object insertanchor(array parameter)";"Inserts a new object of type anchor";"object";
"958";"Hyperwave API";"hw_api->insertcollection";"object insertcollection(array parameter)";"Inserts a new object of type collection";"object";
"959";"Hyperwave API";"hw_api->insertdocument";"object insertdocument(array parameter)";"Inserts a new object of type document";"object";
"960";"Hyperwave API";"hw_api->link";"object link(array parameter)";"Creates a link to an object";"object";
"961";"Hyperwave API";"hw_api->lock";"object lock(array parameter)";"Locks an object";"object";
"962";"Hyperwave API";"hw_api->move";"object move(array parameter)";"Moves object between collections";"object";
"963";"Hyperwave API";"hw_api_content";"string content(string content, string mimetype)";"Create new instance of class hw_api_content";"string";
"964";"Hyperwave API";"hw_api_object->assign";"object assign(array parameter)";"Clones object";"object";
"965";"Hyperwave API";"hw_api_object->attreditable";"bool attreditable(array parameter)";"Checks whether an attribute is editable";"bool";
"966";"Hyperwave API";"hw_api_object->count";"int count(array parameter)";"Returns number of attributes";"int";
"967";"Hyperwave API";"hw_api_object->insert";"bool insert(object attribute)";"Inserts new attribute";"bool";
"968";"Hyperwave API";"hw_api_object";"object hw_api_object(array parameter)";"Creates a new instance of class hw_api_object";"object";
"969";"Hyperwave API";"hw_api_object->remove";"bool remove(string name)";"Removes attribute";"bool";
"970";"Hyperwave API";"hw_api_object->title";"string title(array parameter)";"Returns the title attribute";"string";
"971";"Hyperwave API";"hw_api_object->value";"string value(string name)";"Returns value of attribute";"string";
"972";"Hyperwave API";"hw_api->object";"object hw_api->object(array parameter)";"Retrieve attribute information";"object";
"973";"Hyperwave API";"hw_api->objectbyanchor";"object objectbyanchor(array parameter)";"Returns the object an anchor belongs to";"object";
"974";"Hyperwave API";"hw_api->parents";"array parents(array parameter)";"Returns parents of an object";"array";
"975";"Hyperwave API";"hw_api_reason->description";"string description()";"Returns description of reason";"string";
"976";"Hyperwave API";"hw_api_reason->type";"object type()";"Returns type of reason";"object";
"977";"Hyperwave API";"hw_api->remove";"object remove(array parameter)";"Delete an object";"object";
"978";"Hyperwave API";"hw_api->replace";"object replace(array parameter)";"Replaces an object";"object";
"979";"Hyperwave API";"hw_api->setcommitedversion";"object setcommitedversion(array parameter)";"Commits version other than last version";"object";
"980";"Hyperwave API";"hw_api->srcanchors";"object srcanchors(array parameter)";"Returns a list of all source anchors";"object";
"981";"Hyperwave API";"hw_api->srcsofdst";"object srcsofdst(array parameter)";"Returns source of a destination object";"object";
"982";"Hyperwave API";"hw_api->unlock";"object unlock(array parameter)";"Unlocks a locked object";"object";
"983";"Hyperwave API";"hw_api->user";"object user(array parameter)";"Returns the own user object";"object";
"984";"Hyperwave API";"hw_api->userlist";"object userlist(array parameter)";"Returns a list of all logged in users";"object";
"985";"iconv";"iconv_get_encoding";"mixed iconv_get_encoding([string type])";"Retrieve internal configuration variables of iconv extension";"mixed";
"986";"iconv";"iconv_mime_decode_headers";"array iconv_mime_decode_headers(string encoded_headers[, int mode[, string charset]])";"Decodes multiple MIME header fields at once";"array";
"987";"iconv";"iconv_mime_decode";"string iconv_mime_decode(string encoded_header[, int mode[, string charset]])";"Decodes a MIME header field";"string";
"988";"iconv";"iconv_mime_encode";"string iconv_mime_encode(string field_name, string field_value[, array preferences])";"Composes a MIME header field";"string";
"989";"iconv";"iconv_set_encoding";"bool iconv_set_encoding(string type, string charset)";"Set current setting for character encoding conversion";"bool";
"990";"iconv";"iconv_strlen";"int iconv_strlen(string str[, string charset])";"Returns the character count of string";"int";
"991";"iconv";"iconv_strpos";"int iconv_strpos(string haystack, string needle, int offset[, string charset])";"Finds position of first occurrence of a needle within a haystack.";"int";
"992";"iconv";"iconv_strrpos";"string iconv_strrpos(string haystack, string needle[, string charset])";"Finds the last occurrence of a needle within the specified range of haystack.";"string";
"993";"iconv";"iconv_substr";"string iconv_substr(string str, int offset[, int length[, string charset]])";"Cut out part of a string";"string";
"994";"iconv";"iconv";"string iconv(string in_charset, string out_charset, string str)";"Convert string to requested character encoding";"string";
"995";"iconv";"ob_iconv_handler";"array ob_iconv_handler(string contents, int status)";"Convert character encoding as output buffer handler";"array";
"996";"Image";"exif_imagetype";"int exif_imagetype(string filename)";"Determine the type of an image";"int";
"997";"Image";"exif_read_data";"array exif_read_data(string filename[, string sections[, bool arrays[, bool thumbnail]]])";"Reads the EXIF headers from JPEG or TIFF. This way you can read meta data generated by digital cameras";"array";
"998";"Image";"exif_thumbnail";"string exif_thumbnail(string filename[, int &width[, int &height[, int &imagetype]]])";"Retrieve the embedded thumbnail of a TIFF or JPEG image";"string";
"999";"Image";"gd_info";"array gd_info()";"Retrieve information about the currently installed GD library";"array";
"1000";"Image";"getimagesize";"array getimagesize(string filename[, array imageinfo])";"Get the size of an image";"array";
"1001";"Image";"image_type_to_extension";"string image_type_to_extension(int imagetype[, bool include_dot])";"Get file extension for image type";"string";
"1002";"Image";"image_type_to_mime_type";"string  image_type_to_mime_type(int imagetype)";"Get Mime-Type for image-type returned by getimagesize, exif_read_data, exif_thumbnail, exif_imagetype";"string";
"1003";"Image";"image2wbmp";"int image2wbmp(resource image[, string filename[, int threshold]])";"Output image to browser or file";"int";
"1004";"Image";"imagealphablending";"bool imagealphablending(resource image, bool blendmode)";"Set the blending mode for an image";"bool";
"1005";"Image";"imageantialias";"bool imageantialias(resource im, bool on)";"Should antialias functions be used or not";"bool";
"1006";"Image";"imagearc";"int imagearc(resource image, int cx, int cy, int w, int h, int s, int e, int color)";"Draw a partial ellipse";"int";
"1007";"Image";"imagechar";"int imagechar(resource image, int font, int x, int y, string c, int color)";"Draw a character horizontally";"int";
"1008";"Image";"imagecharup";"int imagecharup(resource image, int font, int x, int y, string c, int color)";"Draw a character vertically";"int";
"1009";"Image";"imagecolorallocate";"int imagecolorallocate(resource image, int red, int green, int blue)";"Allocate a color for an image";"int";
"1010";"Image";"imagecolorallocatealpha";"int imagecolorallocatealpha(resource image, int red, int green, int blue, int alpha)";"Allocate a color for an image";"int";
"1011";"Image";"imagecolorat";"int imagecolorat(resource image, int x, int y)";"Get the index of the color of a pixel";"int";
"1012";"Image";"imagecolorclosest";"int imagecolorclosest(resource image, int red, int green, int blue)";"Get the index of the closest color to the specified color";"int";
"1013";"Image";"imagecolorclosestalpha";"int imagecolorclosestalpha(resource image, int red, int green, int blue, int alpha)";"Get the index of the closest color to the specified color + alpha";"int";
"1014";"Image";"imagecolorclosesthwb";"int imagecolorclosesthwb(resource image, int red, int green, int blue)";"Get the index of the color which has the hue, white and blackness nearest to the given color";"int";
"1015";"Image";"imagecolordeallocate";"int imagecolordeallocate(resource image, int color)";"De-allocate a color for an image";"int";
"1016";"Image";"imagecolorexact";"int imagecolorexact(resource image, int red, int green, int blue)";"Get the index of the specified color";"int";
"1017";"Image";"imagecolorexactalpha";"int imagecolorexactalpha(resource image, int red, int green, int blue, int alpha)";"Get the index of the specified color + alpha";"int";
"1018";"Image";"imagecolormatch";"bool imagecolormatch(resource image1, resource image2)";"Makes the colors of the palette version of an image more closely match the true color version";"bool";
"1019";"Image";"imagecolorresolve";"int imagecolorresolve(resource image, int red, int green, int blue)";"Get the index of the specified color or its closest possible alternative";"int";
"1020";"Image";"imagecolorresolvealpha";"int imagecolorresolvealpha(resource image, int red, int green, int blue, int alpha)";"Get the index of the specified color + alpha or its closest possible alternative";"int";
"1021";"Image";"imagecolorset";"bool imagecolorset(resource image, int index, int red, int green, int blue)";"Set the color for the specified palette index";"bool";
"1022";"Image";"imagecolorsforindex";"array imagecolorsforindex(resource image, int index)";"Get the colors for an index";"array";
"1023";"Image";"imagecolortransparent";"int imagecolortransparent(resource image[, int color])";"Define a color as transparent";"int";
"1024";"Image";"imagecopy";"int imagecopy(resource dst_im, resource src_im, int dst_x, int dst_y, int src_x, int src_y, int src_w, int src_h)";"Copy part of an image";"int";
"1025";"Image";"imagecopymerge";"int imagecopymerge(resource dst_im, resource src_im, int dst_x, int dst_y, int src_x, int src_y, int src_w, int src_h, int pct)";"Copy and merge part of an image";"int";
"1026";"Image";"imagecopymergegray";"int imagecopymergegray(resource dst_im, resource src_im, int dst_x, int dst_y, int src_x, int src_y, int src_w, int src_h, int pct)";"Copy and merge part of an image with gray scale";"int";
"1027";"Image";"imagecopyresampled";"bool imagecopyresampled(resource dst_im, resource src_im, int dstX, int dstY, int srcX, int srcY, int dstW, int dstH, int srcW, int srcH)";"Copy and resize part of an image with resampling";"bool";
"1028";"Image";"imagecopyresized";"int imagecopyresized(resource dst_im, resource src_im, int dstX, int dstY, int srcX, int srcY, int dstW, int dstH, int srcW, int srcH)";"Copy and resize part of an image";"int";
"1029";"Image";"imagecreate";"resource imagecreate(int x_size, int y_size)";"Create a new palette based image";"resource";
"1030";"Image";"imagecreatefromgd2";"resource imagecreatefromgd2(string filename)";"Create a new image from GD2 file or URL";"resource";
"1031";"Image";"imagecreatefromgd2part";"resource imagecreatefromgd2part(string filename, int srcX, int srcY, int width, int height)";"Create a new image from a given part of GD2 file or URL";"resource";
"1032";"Image";"imagecreatefromgd";"resource imagecreatefromgd(string filename)";"Create a new image from GD file or URL";"resource";
"1033";"Image";"imagecreatefromgif";"resource imagecreatefromgif(string filename)";"Create a new image from file or URL";"resource";
"1034";"Image";"imagecreatefromjpeg";"resource imagecreatefromjpeg(string filename)";"Create a new image from file or URL";"resource";
"1035";"Image";"imagecreatefrompng";"resource imagecreatefrompng(string filename)";"Create a new image from file or URL";"resource";
"1036";"Image";"imagecreatefromstring";"resource imagecreatefromstring(string image)";"Create a new image from the image stream in the string";"resource";
"1037";"Image";"imagecreatefromwbmp";"resource imagecreatefromwbmp(string filename)";"Create a new image from file or URL";"resource";
"1038";"Image";"imagecreatefromxbm";"resource imagecreatefromxbm(string filename)";"Create a new image from file or URL";"resource";
"1039";"Image";"imagecreatefromxpm";"resource imagecreatefromxpm(string filename)";"Create a new image from file or URL";"resource";
"1040";"Image";"imagecreatetruecolor";"resource imagecreatetruecolor(int x_size, int y_size)";"Create a new true color image";"resource";
"1041";"Image";"imagedashedline";"int imagedashedline(resource image, int x1, int y1, int x2, int y2, int color)";"Draw a dashed line";"int";
"1042";"Image";"imagedestroy";"int imagedestroy(resource image)";"Destroy an image";"int";
"1043";"Image";"imageellipse";"int imageellipse(resource image, int cx, int cy, int w, int h, int color)";"Draw an ellipse";"int";
"1044";"Image";"imagefill";"int imagefill(resource image, int x, int y, int color)";"Flood fill";"int";
"1045";"Image";"imagefilledarc";"bool imagefilledarc(resource image, int cx, int cy, int w, int h, int s, int e, int color, int style)";"Draw a partial ellipse and fill it";"bool";
"1046";"Image";"imagefilledellipse";"bool imagefilledellipse(resource image, int cx, int cy, int w, int h, int color)";"Draw a filled ellipse";"bool";
"1047";"Image";"imagefilledpolygon";"int imagefilledpolygon(resource image, array points, int num_points, int color)";"Draw a filled polygon";"int";
"1048";"Image";"imagefilledrectangle";"int imagefilledrectangle(resource image, int x1, int y1, int x2, int y2, int color)";"Draw a filled rectangle";"int";
"1049";"Image";"imagefilltoborder";"int imagefilltoborder(resource image, int x, int y, int border, int color)";"Flood fill to specific color";"int";
"1050";"Image";"imagefilter";"bool imagefilter(resource src_im, int filtertype[, int args])";"Applies Filter an image using a custom angle";"bool";
"1051";"Image";"imagefontheight";"int imagefontheight(int font)";"Get font height";"int";
"1052";"Image";"imagefontwidth";"int imagefontwidth(int font)";"Get font width";"int";
"1053";"Image";"imageftbbox";"array imageftbbox(int size, int angle, string font_file, string text[, array extrainfo])";"Give the bounding box of a text using fonts via freetype2";"array";
"1054";"Image";"imagefttext";"array imagefttext(resource image, int size, int angle, int x, int y, int col, string font_file, string text[, array extrainfo])";"Write text to the image using fonts using FreeType 2";"array";
"1055";"Image";"imagegammacorrect";"int imagegammacorrect(resource image, float inputgamma, float outputgamma)";"Apply a gamma correction to a GD image";"int";
"1056";"Image";"imagegd2";"int imagegd2(resource image[, string filename[, int chunk_size[, int type]]])";"Output GD2 image";"int";
"1057";"Image";"imagegd";"int imagegd(resource image[, string filename])";"Output GD image to browser or file";"int";
"1058";"Image";"imagegif";"int imagegif(resource image[, string filename])";"Output image to browser or file";"int";
"1059";"Image";"imageinterlace";"int imageinterlace(resource image[, int interlace])";"Enable or disable interlace";"int";
"1060";"Image";"imageistruecolor";"bool imageistruecolor(resource image)";"Finds whether an image is a truecolor image.";"bool";
"1061";"Image";"imagejpeg";"int imagejpeg(resource image[, string filename[, int quality]])";"Output image to browser or file";"int";
"1062";"Image";"imagelayereffect";"bool imagelayereffect(resource image, int effect)";"Set the alpha blending flag to use the bundled libgd layering effects";"bool";
"1063";"Image";"imageline";"int imageline(resource image, int x1, int y1, int x2, int y2, int color)";"Draw a line";"int";
"1064";"Image";"imageloadfont";"int imageloadfont(string file)";"Load a new font";"int";
"1065";"Image";"imagepalettecopy";"int imagepalettecopy(resource destination, resource source)";"Copy the palette from one image to another";"int";
"1066";"Image";"imagepng";"int imagepng(resource image[, string filename])";"Output a PNG image to either the browser or a file";"int";
"1067";"Image";"imagepolygon";"int imagepolygon(resource image, array points, int num_points, int color)";"Draw a polygon";"int";
"1068";"Image";"imagepsbbox";"array imagepsbbox(string text, int font, int size[, int space[, int tightness[, float angle]]])";"Give the bounding box of a text rectangle using PostScript Type1 fonts";"array";
"1069";"Image";"imagepscopyfont";"int imagepscopyfont(int fontindex)";"Make a copy of an already loaded font for further modification";"int";
"1070";"Image";"imagepsencodefont";"int imagepsencodefont(int font_index, string encodingfile)";"Change the character encoding vector of a font";"int";
"1071";"Image";"imagepsextendfont";"bool imagepsextendfont(int font_index, float extend)";"Extend or condense a font";"bool";
"1072";"Image";"imagepsfreefont";"void imagepsfreefont(int fontindex)";"Free memory used by a PostScript Type 1 font";"void";
"1073";"Image";"imagepsloadfont";"int imagepsloadfont(string filename)";"Load a PostScript Type 1 font from file";"int";
"1074";"Image";"imagepsslantfont";"bool imagepsslantfont(int font_index, float slant)";"Slant a font";"bool";
"1075";"Image";"imagepstext";"array imagepstext(resource image, string text, int font, int size, int foreground, int background, int x, int y[, int space[, int tightness[, float angle[, int antialias_steps]]]])";"To draw a text string over an image using PostScript Type1 fonts";"array";
"1076";"Image";"imagerectangle";"int imagerectangle(resource image, int x1, int y1, int x2, int y2, int col)";"Draw a rectangle";"int";
"1077";"Image";"imagerotate";"resource imagerotate(resource src_im, float angle, int bgd_color)";"Rotate an image with a given angle";"resource";
"1078";"Image";"imagesavealpha";"bool imagesavealpha(resource image, bool saveflag)";"Set the flag to save full alpha channel information (as opposed to single-color transparency) when saving PNG images.";"bool";
"1079";"Image";"imagesetbrush";"int imagesetbrush(resource image, resource brush)";"Set the brush image for line drawing";"int";
"1080";"Image";"imagesetpixel";"int imagesetpixel(resource image, int x, int y, int color)";"Set a single pixel";"int";
"1081";"Image";"imagesetstyle";"bool imagesetstyle(resource image, array style)";"Set the style for line drawing";"bool";
"1082";"Image";"imagesetthickness";"bool imagesetthickness(resource image, int thickness)";"Set the thickness for line drawing";"bool";
"1083";"Image";"imagesettile";"int imagesettile(resource image, resource tile)";"Set the tile image for filling";"int";
"1084";"Image";"imagestring";"int imagestring(resource image, int font, int x, int y, string s, int col)";"Draw a string horizontally";"int";
"1085";"Image";"imagestringup";"int imagestringup(resource image, int font, int x, int y, string s, int col)";"Draw a string vertically";"int";
"1086";"Image";"imagesx";"int imagesx(resource image)";"Get image width";"int";
"1087";"Image";"imagesy";"int imagesy(resource image)";"Get image height";"int";
"1088";"Image";"imagetruecolortopalette";"void imagetruecolortopalette(resource image, bool dither, int ncolors)";"Convert a true color image to a palette image";"void";
"1089";"Image";"imagettfbbox";"array imagettfbbox(int size, int angle, string fontfile, string text)";"Give the bounding box of a text using TrueType fonts";"array";
"1090";"Image";"imagettftext";"array imagettftext(resource image, int size, int angle, int x, int y, int color, string fontfile, string text)";"Write text to the image using TrueType fonts";"array";
"1091";"Image";"imagetypes";"int imagetypes()";"Return the image types supported by this PHP build";"int";
"1092";"Image";"imagewbmp";"int imagewbmp(resource image[, string filename[, int foreground]])";"Output image to browser or file";"int";
"1093";"Image";"imagexbm";"int imagexbm(resource image, string filename[, int foreground])";"Output XBM image to browser or file";"int";
"1094";"Image";"iptcembed";"array iptcembed(string iptcdata, string jpeg_file_name[, int spool])";"Embed binary IPTC data into a JPEG image";"array";
"1095";"Image";"iptcparse";"array iptcparse(string iptcblock)";"Parse a binary IPTC block into single tags.";"array";
"1096";"Image";"jpeg2wbmp";"int jpeg2wbmp(string jpegname, string wbmpname, int d_height, int d_width, int threshold)";"Convert JPEG image file to WBMP image file";"int";
"1097";"Image";"png2wbmp";"int png2wbmp(string pngname, string wbmpname, int d_height, int d_width, int threshold)";"Convert PNG image file to WBMP image file";"int";
"1098";"Image";"read_exif_data";;"Alias of exif_read_data";;
"1099";"IMAP";"imap_8bit";"string imap_8bit(string string)";"Convert an 8bit string to a quoted-printable string";"string";
"1100";"IMAP";"imap_alerts";"array imap_alerts()";"This function returns all IMAP alert messages (if any) that have occurred during this page request or since the alert stack was reset";"array";
"1101";"IMAP";"imap_append";"bool imap_append(resource imap_stream, string mbox, string message[, string options])";"Append a string message to a specified mailbox";"bool";
"1102";"IMAP";"imap_base64";"string imap_base64(string text)";"Decode BASE64 encoded text";"string";
"1103";"IMAP";"imap_binary";"string imap_binary(string string)";"Convert an 8bit string to a base64 string";"string";
"1104";"IMAP";"imap_body";"string imap_body(resource imap_stream, int msg_number[, int options])";"Read the message body";"string";
"1105";"IMAP";"imap_bodystruct";"object imap_bodystruct(resource stream_id, int msg_no, int section)";"Read the structure of a specified body section of a specific message";"object";
"1106";"IMAP";"imap_check";"object imap_check(resource imap_stream)";"Check current mailbox";"object";
"1107";"IMAP";"imap_clearflag_full";"bool imap_clearflag_full(resource stream, string sequence, string flag, string options)";"Clears flags on messages";"bool";
"1108";"IMAP";"imap_close";"bool imap_close(resource imap_stream[, int flag])";"Close an IMAP stream";"bool";
"1109";"IMAP";"imap_createmailbox";"bool imap_createmailbox(resource imap_stream, string mbox)";"Create a new mailbox";"bool";
"1110";"IMAP";"imap_delete";"bool imap_delete(int imap_stream, int msg_number[, int options])";"Mark a message for deletion from current mailbox";"bool";
"1111";"IMAP";"imap_deletemailbox";"bool imap_deletemailbox(resource imap_stream, string mbox)";"Delete a mailbox";"bool";
"1112";"IMAP";"imap_errors";"array imap_errors()";"This function returns all of the IMAP errors (if any) that have occurred during this page request or since the error stack was reset.";"array";
"1113";"IMAP";"imap_expunge";"bool imap_expunge(resource imap_stream)";"Delete all messages marked for deletion";"bool";
"1114";"IMAP";"imap_fetch_overview";"array imap_fetch_overview(resource imap_stream, string sequence[, int options])";"Read an overview of the information in the headers of the given message";"array";
"1115";"IMAP";"imap_fetchbody";"string imap_fetchbody(resource imap_stream, int msg_number, string part_number[, flags options])";"Fetch a particular section of the body of the message";"string";
"1116";"IMAP";"imap_fetchheader";"string imap_fetchheader(resource imap_stream, int msgno[, int options])";"Returns header for a message";"string";
"1117";"IMAP";"imap_fetchstructure";"object imap_fetchstructure(resource imap_stream, int msg_number[, int options])";"Read the structure of a particular message";"object";
"1118";"IMAP";"imap_get_quota";"array imap_get_quota(resource imap_stream, string quota_root)";"Retrieve the quota level settings, and usage statics per mailbox";"array";
"1119";"IMAP";"imap_get_quotaroot";"array imap_get_quotaroot(resource imap_stream, string quota_root)";"Retrieve the quota settings per user";"array";
"1120";"IMAP";"imap_getacl";"array imap_getacl(resource stream_id, string mailbox)";"Gets the ACL for a given mailbox";"array";
"1121";"IMAP";"imap_getmailboxes";"array imap_getmailboxes(resource imap_stream, string ref, string pattern)";"Read the list of mailboxes, returning detailed information on each one";"array";
"1122";"IMAP";"imap_getsubscribed";"array imap_getsubscribed(resource imap_stream, string ref, string pattern)";"List all the subscribed mailboxes";"array";
"1123";"IMAP";"imap_header";;"Alias of imap_headerinfo";;
"1124";"IMAP";"imap_headerinfo";"object imap_headerinfo(resource imap_stream, int msg_number[, int fromlength[, int subjectlength[, string defaulthost]]])";"Read the header of the message";"object";
"1125";"IMAP";"imap_headers";"array imap_headers(resource imap_stream)";"Returns headers for all messages in a mailbox";"array";
"1126";"IMAP";"imap_last_error";"string imap_last_error()";"This function returns the last IMAP error (if any) that occurred during this page request";"string";
"1127";"IMAP";"imap_list";"array imap_list(resource imap_stream, string ref, string pattern)";"Read the list of mailboxes";"array";
"1128";"IMAP";"imap_listmailbox";;"Alias of imap_list";;
"1129";"IMAP";"imap_listscan";"array imap_listscan(resource imap_stream, string ref, string pattern, string content)";"Read the list of mailboxes, takes a string to search for in the text of the mailbox";"array";
"1130";"IMAP";"imap_listsubscribed";;"Alias of imap_lsub";;
"1131";"IMAP";"imap_lsub";"array imap_lsub(resource imap_stream, string ref, string pattern)";"List all the subscribed mailboxes";"array";
"1132";"IMAP";"imap_mail_compose";"string imap_mail_compose(array envelope, array body)";"Create a MIME message based on given envelope and body sections";"string";
"1133";"IMAP";"imap_mail_copy";"bool imap_mail_copy(resource imap_stream, string msglist, string mbox[, int options])";"Copy specified messages to a mailbox";"bool";
"1134";"IMAP";"imap_mail_move";"bool imap_mail_move(resource imap_stream, string msglist, string mbox[, int options])";"Move specified messages to a mailbox";"bool";
"1135";"IMAP";"imap_mail";"bool imap_mail(string to, string subject, string message[, string additional_headers[, string cc[, string bcc[, string rpath]]]])";"Send an email message";"bool";
"1136";"IMAP";"imap_mailboxmsginfo";"object imap_mailboxmsginfo(resource imap_stream)";"Get information about the current mailbox";"object";
"1137";"IMAP";"imap_mime_header_decode";"array imap_mime_header_decode(string text)";"Decode MIME header elements";"array";
"1138";"IMAP";"imap_msgno";"int imap_msgno(resource imap_stream, int uid)";"This function returns the message sequence number for the given UID";"int";
"1139";"IMAP";"imap_num_msg";"int imap_num_msg(resource imap_stream)";"Gives the number of messages in the current mailbox";"int";
"1140";"IMAP";"imap_num_recent";"int imap_num_recent(resource imap_stream)";"Gives the number of recent messages in current mailbox";"int";
"1141";"IMAP";"imap_open";"resource imap_open(string mailbox, string username, string password[, int options])";"Open an IMAP stream to a mailbox";"resource";
"1142";"IMAP";"imap_ping";"bool imap_ping(resource imap_stream)";"Check if the IMAP stream is still active";"bool";
"1143";"IMAP";"imap_qprint";"string imap_qprint(string string)";"Convert a quoted-printable string to an 8 bit string";"string";
"1144";"IMAP";"imap_renamemailbox";"bool imap_renamemailbox(resource imap_stream, string old_mbox, string new_mbox)";"Rename an old mailbox to new mailbox";"bool";
"1145";"IMAP";"imap_reopen";"bool imap_reopen(resource imap_stream, string mailbox[, string options])";"Reopen IMAP stream to new mailbox";"bool";
"1146";"IMAP";"imap_rfc822_parse_adrlist";"array imap_rfc822_parse_adrlist(string address, string default_host)";"Parses an address string";"array";
"1147";"IMAP";"imap_rfc822_parse_headers";"object imap_rfc822_parse_headers(string headers[, string defaulthost])";"Parse mail headers from a string";"object";
"1148";"IMAP";"imap_rfc822_write_address";"string imap_rfc822_write_address(string mailbox, string host, string personal)";"Returns a properly formatted email address given the mailbox, host, and personal info.";"string";
"1149";"IMAP";"imap_scanmailbox";;"Alias of imap_listscan";;
"1150";"IMAP";"imap_search";"array imap_search(resource imap_stream, string criteria, int options)";"This function returns an array of messages matching the given search criteria";"array";
"1151";"IMAP";"imap_set_quota";"bool imap_set_quota(resource imap_stream, string quota_root, int quota_limit)";"Sets a quota for a given mailbox";"bool";
"1152";"IMAP";"imap_setacl";"bool imap_setacl(resource stream_id, string mailbox, string id, string rights)";"Sets the ACL for a giving mailbox";"bool";
"1153";"IMAP";"imap_setflag_full";"bool imap_setflag_full(resource stream, string sequence, string flag, string options)";"Sets flags on messages";"bool";
"1154";"IMAP";"imap_sort";"array imap_sort(resource stream, int criteria, int reverse[, int options[, string search_criteria]])";"Sort an array of message headers";"array";
"1155";"IMAP";"imap_status";"object imap_status(resource imap_stream, string mailbox, int options)";"This function returns status information on a mailbox other than the current one";"object";
"1156";"IMAP";"imap_subscribe";"bool imap_subscribe(resource imap_stream, string mbox)";"Subscribe to a mailbox";"bool";
"1157";"IMAP";"imap_thread";"array imap_thread(resource stream_id[, int options])";"Return threaded by REFERENCES tree";"array";
"1158";"IMAP";"imap_timeout";"mixed imap_timeout(int timeout_type[, int timeout])";"Set or fetch imap timeout";"mixed";
"1159";"IMAP";"imap_uid";"int imap_uid(resource imap_stream, int msgno)";"This function returns the UID for the given message sequence number";"int";
"1160";"IMAP";"imap_undelete";"bool imap_undelete(resource imap_stream, int msg_number)";"Unmark the message which is marked deleted";"bool";
"1161";"IMAP";"imap_unsubscribe";"bool imap_unsubscribe(string imap_stream, string mbox)";"Unsubscribe from a mailbox";"bool";
"1162";"IMAP";"imap_utf7_decode";"string imap_utf7_decode(string text)";"Decodes a modified UTF-7 encoded string.";"string";
"1163";"IMAP";"imap_utf7_encode";"string imap_utf7_encode(string data)";"Converts ISO-8859-1 string to modified UTF-7 text.";"string";
"1164";"IMAP";"imap_utf8";"string imap_utf8(string mime_encoded_text)";"Converts MIME-encoded text to UTF-8";"string";
"1165";"Informix";"ifx_affected_rows";"int ifx_affected_rows(int result_id)";"Get number of rows affected by a query";"int";
"1166";"Informix";"ifx_blobinfile_mode";"void ifx_blobinfile_mode(int mode)";"Set the default blob mode for all select queries";"void";
"1167";"Informix";"ifx_byteasvarchar";"void ifx_byteasvarchar(int mode)";"Set the default byte mode";"void";
"1168";"Informix";"ifx_close";"int ifx_close([int link_identifier])";"Close Informix connection";"int";
"1169";"Informix";"ifx_connect";"int ifx_connect([string database[, string userid[, string password]]])";"Open Informix server connection";"int";
"1170";"Informix";"ifx_copy_blob";"int ifx_copy_blob(int bid)";"Duplicates the given blob object";"int";
